Key,File,Type,UsedInMainMenu,english
questAECHammerGuardianMinionDefense_description,quests,,,Clear the POI first, then survive two timed waves of Hammer Guardian minions and break the last push.
questAECHammerGuardianMinionDefense_offer,quests,,,Defense contract. Hammer Guardian minions are moving on a location. Hold two timed waves, then stop the last push.
questAECHammerGuardianMinionDefense_statement,quests,,,Reach the location, survive two timed waves, then break the last Hammer push.
questAECHammerGuardianMinionDefense_response,quests,,,AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECHammerGuardianMinionDefense_completion,quests,,,Position secured. The last Hammer wave is spent.
itemAECSheriffHuntContract,,,"","[FF0000]AEC 5[FFD700]★[-] |[-] [FFD700]Sheriff Contract | Boss Hunt[-]"
itemAECSheriffHuntContract_desc,,,,"A bounty contract for the Sheriff. Trigger the hunt, endure six assault waves, then bring it down."
itemAECSheriffDefenseContract,,,"","[FF0000]AEC 5[FFD700]★[-] |[-] [FFD700]Sheriff Contract | Boss Defense[-]"
itemAECSheriffDefenseContract_desc,,,,"A defense contract. Reach the location, hold through four timed waves, then kill the Sheriff."
itemAECSheriffMinionHordeContract,,,"","[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Sheriff Contract | Minion Horde[-]"
itemAECSheriffMinionHordeContract_desc,,,,"A wave contract. Hold through four timed Sheriff minion waves, then break the last push in the wilderness."
itemAECSheriffMinionDefenseContract,,,"","[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Sheriff Contract | Minion Defense[-]"
itemAECSheriffMinionDefenseContract_desc,,,,"A defense contract. Hold the location through two timed Sheriff minion waves, then break the last push."
questAECSheriffHunt_name,quests,,,"[C58A3A]Hunt: The Sheriff[-]"
questAECSheriffHunt_subtitle,quests,,,T5 Boss Hunt
questAECSheriffHunt_description,quests,,,Activate the rally, place the lure, endure six timed assault waves, and bring the Sheriff down.
questAECSheriffHunt_offer,quests,,,Danger close. The Sheriff is active nearby. Get there, trigger the rally, place the lure, survive six timed waves, and kill it.
questAECSheriffHunt_statement,quests,,,survive six timed waves, and kill the Sheriff.
questAECSheriffHunt_response,quests,,,AEC BOSS FIGHT - [FF0000]Hunt: The Sheriff[-]
questAECSheriffHunt_completion,quests,,,Target neutralized. The Sheriff is down.
questAECSheriff_obj_wave1,quests,,,Survive wave 1
questAECSheriff_obj_wave2,quests,,,Survive wave 2
questAECSheriff_obj_wave3,quests,,,Survive wave 3
questAECSheriff_obj_wave5,quests,,,Wave 5: Kill 4 Sheriff Minions
questAECSheriffHunt_obj_kill,quests,,,Kill the Sheriff
questAECSheriffDefense_name,quests,,,"[C58A3A]Defense: Sheriff[-]"
questAECSheriffDefense_subtitle,quests,,,T5 POI Defense
questAECSheriffDefense_description,quests,,,Clear the POI first, survive four timed waves of Sheriff minions, then destroy the Sheriff.
questAECSheriffDefense_offer,quests,,,Defense contract. The Sheriff is moving on a location. Get there, hold four timed waves, and kill it.
questAECSheriffDefense_statement,quests,,,Reach the location, survive four timed waves, then kill the Sheriff.
questAECSheriffDefense_response,quests,,,AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECSheriffDefense_completion,quests,,,Location secured. The Sheriff is down.
questAECSheriffDefense_obj_kill,quests,,,Kill the Sheriff
questAECSheriffMinionHorde_name,quests,,,"[C58A3A]Horde: Sheriff Minions[-]"
questAECSheriffMinionHorde_subtitle,quests,,,T3 Minion Waves
questAECSheriffMinionHorde_description,quests,,,Activate the rally, place the lure, endure four timed Sheriff minion waves, then break the last push.
questAECSheriffMinionHorde_offer,quests,,,Minion horde contract. Sheriff servants are gathering nearby. Get there, trigger the rally, place the lure, hold four timed waves, then break the last push.
questAECSheriffMinionHorde_statement,quests,,,survive four timed minion waves, then break the last push.
questAECSheriffMinionHorde_response,quests,,,AEC HORDE - [FF4500]Horde: Sheriff Minions[-]
questAECSheriffMinionHorde_completion,quests,,,The last Sheriff wave has broken. Good work.
questAECSheriffMinionDefense_name,quests,,,"[C58A3A]Defense: Sheriff Minion Waves[-]"
questAECSheriffMinionDefense_subtitle,quests,,,T3 POI Defense
questAECSheriffMinionDefense_description,quests,,,Clear the POI first, then survive two timed waves of Sheriff minions and break the last push.
questAECSheriffMinionDefense_offer,quests,,,Defense contract. Sheriff minions are moving on a location. Hold two timed waves, then stop the last push.
questAECSheriffMinionDefense_statement,quests,,,Reach the location, survive two timed waves, then break the last Sheriff push.
questAECSheriffMinionDefense_response,quests,,,AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECSheriffMinionDefense_completion,quests,,,Position secured. The last Sheriff wave is spent.
eventAECSheriffWave1_msg,gameevents,,,SHERIFF WAVE 1: Sheriff hellhounds are closing in.
eventAECSheriffWave2_msg,gameevents,,,SHERIFF WAVE 2: More Sheriff minions are pushing forward.
eventAECSheriffWave3_msg,gameevents,,,SHERIFF WAVE 3: The Sheriff deputies are joining the assault.
eventAECSheriffWave4_msg,gameevents,,,SHERIFF WAVE 4: More Sheriff brutes are breaking through. Hold your ground.
eventAECSheriffWave5_msg,gameevents,,,SHERIFF WAVE 5: Final impact. Break the last Sheriff wave.
eventAECSheriffT5Wave1_msg,gameevents,,,SHERIFF WAVE 1: Sheriff hellhounds are closing in.
eventAECSheriffT5Wave2_msg,gameevents,,,SHERIFF WAVE 2: More Sheriff minions are pushing forward.
eventAECSheriffT5Wave3_msg,gameevents,,,SHERIFF WAVE 3: The Sheriff deputies are tightening the ring.
eventAECSheriffT5Wave4_msg,gameevents,,,SHERIFF WAVE 4: More Sheriff brutes are breaking through. Hold your ground.
eventAECSheriffT5Wave5_msg,gameevents,,,SHERIFF WAVE 5: The Sheriff line keeps breaking through.
eventAECSheriffT5Wave6_msg,gameevents,,,SHERIFF WAVE 6: Final impact. Break this last wave before the Sheriff arrives.
eventAECSheriffHuntArrival_msg,gameevents,,,ALERT: The Sheriff has been sighted in the area. Prepare for impact.
eventAECSheriffHuntBossSpawn_msg,gameevents,,,BOSS: The Sheriff is here. Expect burning shots and relentless pressure.
eventAECSheriffDefenseArrival_msg,gameevents,,,DEFENSE: The Sheriff is moving on this position. Hold the perimeter.
eventAECSheriffDefenseBossSpawn_msg,gameevents,,,BOSS: The Sheriff has breached the zone. Bring it down before it overwhelms the area.
eventAECHammerGuardianWave1_msg,gameevents,,,HAMMER WAVE 1: Hammer Guardian scouts are closing in.
eventAECHammerGuardianWave2_msg,gameevents,,,HAMMER WAVE 2: More Hammer Guardian minions are pushing forward.
eventAECHammerGuardianWave3_msg,gameevents,,,HAMMER WAVE 3: The ground shakes as heavier Hammer Guardian minions close in.
eventAECHammerGuardianWave4_msg,gameevents,,,HAMMER WAVE 4: More Hammer Guardian brutes are breaking through. Hold your ground.
eventAECHammerGuardianWave5_msg,gameevents,,,HAMMER WAVE 5: Final impact. Break the last Hammer minions.
eventAECHammerGuardianT5Wave1_msg,gameevents,,,HAMMER WAVE 1: Hammer Guardian scouts are closing in.
eventAECHammerGuardianT5Wave2_msg,gameevents,,,HAMMER WAVE 2: More Hammer Guardian minions are pushing forward.
eventAECHammerGuardianT5Wave3_msg,gameevents,,,HAMMER WAVE 3: The ground shakes as heavier Hammer Guardian minions close in.
eventAECHammerGuardianT5Wave4_msg,gameevents,,,HAMMER WAVE 4: More Hammer Guardian brutes are breaking through. Hold your ground.
eventAECHammerGuardianT5Wave5_msg,gameevents,,,HAMMER WAVE 5: The Hammer line keeps breaking through.
eventAECHammerGuardianT5Wave6_msg,gameevents,,,HAMMER WAVE 6: Final impact. Break this last wave before the Hammer Guardian arrives.
eventAECHammerGuardianHuntArrival_msg,gameevents,,,ALERT: The Hammer Guardian has been sighted in the area. Prepare for impact.
eventAECHammerGuardianHuntBossSpawn_msg,gameevents,,,BOSS: The Hammer Guardian is here. Expect crushing melee and relentless pressure.
eventAECHammerGuardianDefenseArrival_msg,gameevents,,,DEFENSE: The Hammer Guardian is moving on this position. Hold the perimeter.
eventAECHammerGuardianDefenseBossSpawn_msg,gameevents,,,BOSS: The Hammer Guardian has breached the zone. Bring it down before it overwhelms the area.
buffAECHammerGuardianPlayerAura,,,,"[C58A3A]HAMMER GUARDIAN NEARBY[-]"
buffAECHammerGuardianPlayerAuraDesc,,,,The Hammer Guardian is close. Expect brutal melee hits and constant pressure.
AECHellskyliBoss,entityclasses,Entity,,[FF6A00]BOSS[-] Hellskyli the Burning Demon
AECHellskyliLootBag,entityclasses,Entity,,[FF6A00]BOSS[-] Hellskyli Loot Bag
meleeHandAECHellskyliBoss,items,Item,,Hellskyli's Burning Claw
ammoProjectileAECHellskyliBoss,items,Item,,Hellskyli Fireball
buffAECHellskyliPlayerAura,,,,"[FF6A00]HELLSKYLI NEARBY[-]"
buffAECHellskyliPlayerAuraDesc,,,,Hellskyli is close. Expect fireball pressure, burning damage, and aggressive aerial dives.
itemAECHellskyliHead,,,,"[FF0000]AEC[-] [FF6A00]Hellskyli Head[-]"
itemAECHellskyliHead_desc,,,,The charred head of Hellskyli. Heat still leaks from the bone and ash.
itemAECHellskyliArm,,,,"[FF0000]AEC[-] [FF6A00]Hellskyli Arm[-]"
itemAECHellskyliArm_desc,,,,A burned limb torn from Hellskyli, hardened by smoke, slag, and old fire.
itemAECHellskyliLeg,,,,"[FF0000]AEC[-] [FF7A1A]Hellskyli Leg[-]"
itemAECHellskyliLeg_desc,,,,One of Hellskyli's ruined legs, heavy with scorched muscle and cracked bone.
itemAECHellskyliTorso,,,,"[FF0000]AEC[-] [FF8A2A]Hellskyli Torso[-]"
itemAECHellskyliTorso_desc,,,,The shattered torso of Hellskyli, blackened by constant flame and aerial impact.
itemAECHellskyliHeart,,,,"[FF0000]AEC[-] [FF3B00]Hellskyli Heart[-]"
itemAECHellskyliHeart_desc,,,,The burning heart of Hellskyli. Rare, unstable, and worth a fortune to the right trader.
itemAECHellskyliHuntBundle,,,,"[FF6A00]AEC[-] [FFD700]Hellskyli Trophy Bundle[-]"
itemAECHellskyliHuntBundle_desc,,,,Open to receive Hellskyli trophies: arm, leg, torso, head, or the rare burning heart.
itemAECHellskyliDefenseBundle,,,,"[FF6A00]AEC[-] [FFD700]Hellskyli Defense Bundle[-]"
itemAECHellskyliDefenseBundle_desc,,,,Open to receive trophies recovered after holding the line against Hellskyli's burnt assault.
itemAECHellskyliHuntContract,,,,"[FF0000]AEC 5[FFD700]★[-] |[-] [FFD700]Hellskyli Contract | Boss Hunt[-]"
itemAECHellskyliHuntContract_desc,,,,A bounty contract for Hellskyli. Survive six timed burnt waves and kill the burning demon.
itemAECHellskyliDefenseContract,,,,"[FF0000]AEC 5[FFD700]★[-] |[-] [FFD700]Hellskyli Contract | Boss Defense[-]"
itemAECHellskyliDefenseContract_desc,,,,A defense contract. Hold the location through four timed burnt waves, then kill the boss when it dives in.
questAECHellskyliHunt_name,quests,,,[FF6A00]Hunt: Hellskyli the Burning Demon[-]
questAECHellskyliHunt_subtitle,quests,,,T5 Boss Hunt
questAECHellskyliHunt_description,quests,,,Activate the rally, place the lure, survive six timed burnt waves, then kill Hellskyli.
questAECHellskyliHunt_offer,quests,,,Burning air contact. Hellskyli is circling nearby. Trigger the rally, place the lure, survive six timed escort waves, and bring the boss down.
questAECHellskyliHunt_statement,quests,,,survive six timed burnt waves, then kill Hellskyli.
questAECHellskyliHunt_response,quests,,,AEC BOSS FIGHT - [FF0000]Hunt: Hellskyli the Burning Demon[-]
questAECHellskyliHunt_completion,quests,,,Hellskyli is down. Payment is ready.
questAECHellskyli_obj_wave1,quests,,,Survive wave 1
questAECHellskyli_obj_wave2,quests,,,Survive wave 2
questAECHellskyli_obj_wave3,quests,,,Survive wave 3
questAECHellskyli_obj_wave4,quests,,,Survive wave 4
questAECHellskyli_obj_wave5,quests,,,Survive wave 5
questAECHellskyli_obj_wave6,quests,,,Survive wave 6
questAECHellskyliHunt_obj_kill,quests,,,Kill Hellskyli
questAECHellskyliDefense_name,quests,,,[FF6A00]Defense: Hellskyli[-]
questAECHellskyliDefense_subtitle,quests,,,T5 POI Defense
questAECHellskyliDefense_description,quests,,,Clear the POI first, then survive four timed burnt waves and kill Hellskyli.
questAECHellskyliDefense_offer,quests,,,Defense contract. Hellskyli is bearing down on a position. Hold it through four timed fire waves and finish the boss there.
questAECHellskyliDefense_statement,quests,,,Reach the location, hold it through four timed burnt waves, then kill Hellskyli.
questAECHellskyliDefense_response,quests,,,AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECHellskyliDefense_completion,quests,,,Location secured. Hellskyli has been destroyed.
questAECHellskyliDefense_obj_kill,quests,,,Kill Hellskyli
eventAECHellskyliHuntArrival_msg,gameevents,,,ALERT: Hellskyli has been sighted nearby. Survive the burnt wave before the demon dives in.
eventAECHellskyliWave1_msg,gameevents,,,WAVE 1: Burnt scouts are closing in beneath Hellskyli's flight path.
eventAECHellskyliWave2_msg,gameevents,,,WAVE 2: Feral and radiated burnt are pushing through the flames.
eventAECHellskyliWave3_msg,gameevents,,,WAVE 3: Charged and infernal burnt are erupting through the fireline.
eventAECHellskyliWave4_msg,gameevents,,,WAVE 4: More infernal burnt are pouring through the blaze.
eventAECHellskyliWave5_msg,gameevents,,,WAVE 5: The fireline is still advancing. Hold the burn front.
eventAECHellskyliWave6_msg,gameevents,,,WAVE 6: Final fire surge. Hold before Hellskyli dives in.
eventAECHellskyliHuntBossSpawn_msg,gameevents,,,BOSS: Hellskyli is here. Expect fireballs, dive pressure, and relentless burning damage.
eventAECHellskyliDefenseArrival_msg,gameevents,,,DEFENSE: Hellskyli is moving on this location. Hold through the burnt assault.
eventAECHellskyliDefenseBossSpawn_msg,gameevents,,,BOSS: Hellskyli has reached the defense point. Bring the burning demon down now.
AECMykirBoss,entityclasses,Entity,,[4CFF4C]BOSS[-] Mykir the Spider Demon
AECMykirBossLootBag,entityclasses,Entity,,[4CFF4C]BOSS[-] Mykir Boss Loot Bag
meleeHandAECMykirBoss,items,Item,,Mykir's Venom Claw
ammoProjectileAECMykirBoss,items,Item,,Mykir Molotov Venom
buffAECMykirPlayerAura,,,,"[4CFF4C]MYKIR NEARBY[-]"
buffAECMykirPlayerAuraDesc,,,,Mykir is close. Expect spider waves, burst speed lunges, and heavy fire pressure from a boss built to overwhelm prepared players.
itemAECMykirHead,,,,"[FF0000]AEC[-] [4CFF4C]Mykir Head[-]"
itemAECMykirHead_desc,,,,The severed head of Mykir the Spider Demon. Even dead, it looks ready to lunge again.
itemAECMykirArm,,,,"[FF0000]AEC[-] [4CFF4C]Mykir Arm[-]"
itemAECMykirArm_desc,,,,A ruined limb from Mykir, twisted with spider muscle, ash, and venom residue.
itemAECMykirLeg,,,,"[FF0000]AEC[-] [65FF65]Mykir Leg[-]"
itemAECMykirLeg_desc,,,,One of Mykir's spider legs, still sharp enough to cut through cloth and flesh.
itemAECMykirTorso,,,,"[FF0000]AEC[-] [80FF80]Mykir Torso[-]"
itemAECMykirTorso_desc,,,,The shattered torso of Mykir, armored in chitin, rot, and old fire scars.
itemAECMykirHeart,,,,"[FF0000]AEC[-] [A0FFA0]Mykir Heart[-]"
itemAECMykirHeart_desc,,,,The heart of Mykir. Dense, toxic, and impossibly valuable. A trophy from one of the deadliest spider bosses in AEC.
itemAECMykirHuntBundle,,,,"[4CFF4C]AEC[-] [FFD700]Mykir Trophy Bundle[-]"
itemAECMykirHuntBundle_desc,,,,Open to receive high-value trophies from Mykir: arm, leg, torso, head, or the rare heart.
itemAECMykirDefenseBundle,,,,"[4CFF4C]AEC[-] [FFD700]Mykir Defense Bundle[-]"
itemAECMykirDefenseBundle_desc,,,,Open to receive trophy rewards recovered after surviving Mykir's brood assault.
itemAECMykirHuntContract,,, ,"[C77DFF]AEC 6[FFD700]★[-] |[-] [FFD700]Mykir Contract | Boss Hunt[-]"
itemAECMykirHuntContract_desc,,,,A top-tier bounty contract for Mykir. Survive seven timed brood waves and kill one of the most dangerous bosses in the roster.
itemAECMykirDefenseContract,,, ,"[C77DFF]AEC 6[FFD700]★[-] |[-] [FFD700]Mykir Contract | Boss Defense[-]"
itemAECMykirDefenseContract_desc,,,,A top-tier defense contract. Hold the location against five timed brood waves, then kill the boss when it breaches the zone.
